country,region,theme,improvement,foa,int_outcome,foa_nlo1_effectiveness,when_int_outcome,achieved_int_outcome
Philippines,Asia and the Pacific,Safety and Security,Nuclear installations and fuel cycle facilities safety,Safety of nuclear installations,Develop regulatory frameworks,Ensure nuclear installation safety,,0
Philippines,Asia and the Pacific,Safety and Security,Nuclear installations and fuel cycle facilities safety,Safety of nuclear installations,Introduce new technologies,Ensure nuclear installation safety,,0
Philippines,Asia and the Pacific,Safety and Security,Nuclear installations and fuel cycle facilities safety,Safety of nuclear installations,Produce data to inform policies,Ensure nuclear installation safety,,0
Philippines,Asia and the Pacific,Safety and Security,Nuclear installations and fuel cycle facilities safety,Safety of nuclear installations,Upgraded institutions,Ensure nuclear installation safety,,0
Philippines,Asia and the Pacific,Safety and Security,"Radiation protection of workers, patients, public and environment.",Radiation protection of workers and public,Curricula in new professions,Radiation protection o fworkers patients the public and the environment,,0
Philippines,Asia and the Pacific,Safety and Security,"Radiation protection of workers, patients, public and environment.",Radiation protection of workers and public,Develop regulatory frameworks,Radiation protection o fworkers patients the public and the environment,,0
Philippines,Asia and the Pacific,Safety and Security,"Radiation protection of workers, patients, public and environment.",Radiation protection of workers and public,Introduce new technologies,Radiation protection o fworkers patients the public and the environment,,0
Philippines,Asia and the Pacific,Safety and Security,"Radiation protection of workers, patients, public and environment.",Radiation protection of workers and public,Produce data to inform policies,Radiation protection o fworkers patients the public and the environment,,0
Philippines,Asia and the Pacific,Safety and Security,"Radiation protection of workers, patients, public and environment.",Radiation protection of workers and public,Upgraded institutions,Radiation protection o fworkers patients the public and the environment,,0
Philippines,Asia and the Pacific,Safety and Security,"Safe use, storage and transport, of nuclear and radioactive materials.",Transport safety,Curricula in new professions,Ensure transport safety,,0
Philippines,Asia and the Pacific,Safety and Security,"Safe use, storage and transport, of nuclear and radioactive materials.",Transport safety,Develop regulatory frameworks,Ensure transport safety,,0
Philippines,Asia and the Pacific,Safety and Security,"Safe use, storage and transport, of nuclear and radioactive materials.",Transport safety,Introduce new technologies,Ensure transport safety,,0
Philippines,Asia and the Pacific,Safety and Security,"Safe use, storage and transport, of nuclear and radioactive materials.",Transport safety,Produce data to inform policies,Ensure transport safety,,0
Philippines,Asia and the Pacific,Safety and Security,"Safe use, storage and transport, of nuclear and radioactive materials.",Transport safety,Upgraded institutions,Ensure transport safety,,0
Philippines,Asia and the Pacific,Water and the Environment,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics","Marine, terrestrial and coastal environments",Curricula in new professions,Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,,0
Philippines,Asia and the Pacific,Water and the Environment,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics","Marine, terrestrial and coastal environments",Develop regulatory frameworks,Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,,0
Philippines,Asia and the Pacific,Water and the Environment,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics","Marine, terrestrial and coastal environments",Introduce new technologies,Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,,0
Philippines,Asia and the Pacific,Water and the Environment,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics","Marine, terrestrial and coastal environments",Produce data to inform policies,Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,,0
Philippines,Asia and the Pacific,Water and the Environment,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics","Marine, terrestrial and coastal environments",Upgraded institutions,Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,,0
Philippines,Asia and the Pacific,Water and the Environment,Sustainable water resources management,Water resources management,Curricula in new professions,Sustainable land and water management practices for agriculture and freshwater resources,,0
Philippines,Asia and the Pacific,Water and the Environment,Sustainable water resources management,Water resources management,Develop regulatory frameworks,Sustainable land and water management practices for agriculture and freshwater resources,,0
Philippines,Asia and the Pacific,Water and the Environment,Sustainable water resources management,Water resources management,Introduce new technologies,Sustainable land and water management practices for agriculture and freshwater resources,,0
Philippines,Asia and the Pacific,Water and the Environment,Sustainable water resources management,Water resources management,Produce data to inform policies,Sustainable land and water management practices for agriculture and freshwater resources,,0
