interview__id,theme,dev_reason,region,foa,improvement,tcp_contribution,period,value,status,shrinked
0dbdaf7af0da4944a5cf4ae3ca4d0025,Industrial Applications/Radiation technology,,Africa,Reference products for science and trade,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,3.Impossible without TCP,Before TCP,No capacity,0.No Capacity,Improved
0dbdaf7af0da4944a5cf4ae3ca4d0025,Industrial Applications/Radiation technology,,Africa,Reference products for science and trade,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
110e985014264400b9c59b7020e479b3,Energy,,Africa,Energy planning,Energy planning and inform policies to meet future energy needs,2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
110e985014264400b9c59b7020e479b3,Energy,,Africa,Energy planning,Energy planning and inform policies to meet future energy needs,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
16a77794ceb7461eb0e9891cfc8a683a,Safety and Security,,Asia and the Pacific,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
16a77794ceb7461eb0e9891cfc8a683a,Safety and Security,,Asia and the Pacific,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
16a77794ceb7461eb0e9891cfc8a683a,Safety and Security,,Asia and the Pacific,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
16a77794ceb7461eb0e9891cfc8a683a,Safety and Security,,Asia and the Pacific,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
1d63247b88a74101b66f0f6d65f47500,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
6797939ae12742048828ceec31cd121f,Safety and Security,,Africa,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
6797939ae12742048828ceec31cd121f,Safety and Security,,Africa,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
6797939ae12742048828ceec31cd121f,Safety and Security,,Africa,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",3.Impossible without TCP,Before TCP,No capacity,0.No Capacity,Improved
6797939ae12742048828ceec31cd121f,Safety and Security,,Africa,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
2b32a25260b6442e94d8081af49ce939,Food and Agriculture,,Africa,Crop production,Crops with increased productivity and/or climate resilience properties,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
2b32a25260b6442e94d8081af49ce939,Food and Agriculture,,Africa,Crop production,Crops with increased productivity and/or climate resilience properties,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
2b32a25260b6442e94d8081af49ce939,Food and Agriculture,,Africa,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
2b32a25260b6442e94d8081af49ce939,Food and Agriculture,,Africa,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
2c13335b7fd348dfbe2e7315c046f1b6,Safety and Security,,Africa,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
2c13335b7fd348dfbe2e7315c046f1b6,Safety and Security,,Africa,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
37dd1a444ad641559cf9b729f03816af,Water and the Environment,,Asia and the Pacific,Water resources management,Sustainable water resources management,2.Contributed substantially,Before TCP,No capacity,0.No Capacity,Improved
37dd1a444ad641559cf9b729f03816af,Water and the Environment,,Asia and the Pacific,Water resources management,Sustainable water resources management,2.Contributed substantially,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
37dd1a444ad641559cf9b729f03816af,Water and the Environment,,Asia and the Pacific,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",1.To some extent,Before TCP,No capacity,0.No Capacity,Improved
37dd1a444ad641559cf9b729f03816af,Water and the Environment,,Asia and the Pacific,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",1.To some extent,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
3ad934d0b5374508aabbc8c954da1a0e,Health and Nutrition,,Europe,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
3ad934d0b5374508aabbc8c954da1a0e,Health and Nutrition,,Europe,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
3cdfb97aa56149fdbc052c12c3fb4211,Industrial Applications/Radiation technology,,Africa,Accelerator technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",3.Impossible without TCP,Before TCP,No capacity,0.No Capacity,Improved
3cdfb97aa56149fdbc052c12c3fb4211,Industrial Applications/Radiation technology,,Africa,Accelerator technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
3ee56ab2b8464774b54d8b7a9400b6b6,Food and Agriculture,,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
3ee56ab2b8464774b54d8b7a9400b6b6,Food and Agriculture,,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
3ee56ab2b8464774b54d8b7a9400b6b6,Food and Agriculture,,Asia and the Pacific,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
3ee56ab2b8464774b54d8b7a9400b6b6,Food and Agriculture,,Asia and the Pacific,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
693928ee754241119c9fc8dd2dbf697e,Water and the Environment,,Africa,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",3.Impossible without TCP,Before TCP,No capacity,0.No Capacity,Improved
693928ee754241119c9fc8dd2dbf697e,Water and the Environment,,Africa,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
4085294b26cb4494a7549ae0af883842,Energy,,Africa,Energy planning,Energy planning and inform policies to meet future energy needs,1.To some extent,Before TCP,No capacity,0.No Capacity,Improved
4085294b26cb4494a7549ae0af883842,Energy,,Africa,Energy planning,Energy planning and inform policies to meet future energy needs,1.To some extent,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
409cbdad0ac443bab708ec87956e0a0a,Safety and Security,,Asia and the Pacific,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
409cbdad0ac443bab708ec87956e0a0a,Safety and Security,,Asia and the Pacific,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
409cbdad0ac443bab708ec87956e0a0a,Safety and Security,,Asia and the Pacific,Emergency preparednes and response,Effective emergency preparedness & response,2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
409cbdad0ac443bab708ec87956e0a0a,Safety and Security,,Asia and the Pacific,Emergency preparednes and response,Effective emergency preparedness & response,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
418f352003464baea68a08b63310fc9c,Safety and Security,,Africa,Emergency preparednes and response,Effective emergency preparedness & response,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
418f352003464baea68a08b63310fc9c,Safety and Security,,Africa,Emergency preparednes and response,Effective emergency preparedness & response,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
43191ae905a94e10adfabc0ac1a9ee99,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
43191ae905a94e10adfabc0ac1a9ee99,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
43191ae905a94e10adfabc0ac1a9ee99,Health and Nutrition,,Africa,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
