country,theme,foa,outcome,int_outcome,when_outcome,when_int_outcome,achieved_outcome,region,improvement,foa_nlo1_effectiveness,achieved_int_outcome
Uzbekistan,Health and Nutrition,Nuclear medicine and diagnostic imaging,New profession recognized,Curricula in new professions,2010-2014,2015-2019,1,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,1
Uzbekistan,Health and Nutrition,Nuclear medicine and diagnostic imaging,Use of data to inform policies,Produce data to inform policies,2020-2023,2015-2019,1,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,1
Uzbekistan,Industrial Applications/Radiation technology,Accelerator technology,Adoption of regulatory frameworks,Develop regulatory frameworks,2005-2009,2005-2009,1,Europe,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,1
Uzbekistan,Industrial Applications/Radiation technology,Accelerator technology,Creation of new Institution,Upgraded institutions,2010-2014,2005-2009,1,Europe,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,1
Uzbekistan,Industrial Applications/Radiation technology,Accelerator technology,Increased used of new technologies,Introduce new technologies,2005-2009,2005-2009,1,Europe,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,1
Uzbekistan,Industrial Applications/Radiation technology,Accelerator technology,New profession recognized,Curricula in new professions,2005-2009,2005-2009,1,Europe,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,1
Uzbekistan,Industrial Applications/Radiation technology,Accelerator technology,Use of data to inform policies,Produce data to inform policies,2005-2009,2005-2009,1,Europe,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,1
Uzbekistan,Industrial Applications/Radiation technology,Reference products for science and trade,Adoption of regulatory frameworks,Develop regulatory frameworks,2005-2009,2005-2009,1,Europe,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,1
Uzbekistan,Industrial Applications/Radiation technology,Reference products for science and trade,Creation of new Institution,Upgraded institutions,2010-2014,2010-2014,1,Europe,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,1
Uzbekistan,Industrial Applications/Radiation technology,Reference products for science and trade,Increased used of new technologies,Introduce new technologies,2005-2009,2005-2009,1,Europe,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,1
Uzbekistan,Industrial Applications/Radiation technology,Reference products for science and trade,New profession recognized,Curricula in new professions,2015-2019,2010-2014,1,Europe,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,1
Uzbekistan,Industrial Applications/Radiation technology,Reference products for science and trade,Use of data to inform policies,Produce data to inform policies,2005-2009,2010-2014,1,Europe,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,1
Uzbekistan,Industrial Applications/Radiation technology,Research reactors,Adoption of regulatory frameworks,Develop regulatory frameworks,2005-2009,2005-2009,1,Europe,"Safe and effective utilization, operation, and maintenance of research reactors",Safe and effective utilization operation and maintenance of research reactors,1
Uzbekistan,Industrial Applications/Radiation technology,Research reactors,Creation of new Institution,Upgraded institutions,2010-2014,2005-2009,1,Europe,"Safe and effective utilization, operation, and maintenance of research reactors",Safe and effective utilization operation and maintenance of research reactors,1
Uzbekistan,Industrial Applications/Radiation technology,Research reactors,Increased used of new technologies,Introduce new technologies,2005-2009,2000-2004,1,Europe,"Safe and effective utilization, operation, and maintenance of research reactors",Safe and effective utilization operation and maintenance of research reactors,1
Uzbekistan,Industrial Applications/Radiation technology,Research reactors,New profession recognized,Curricula in new professions,2015-2019,2005-2009,1,Europe,"Safe and effective utilization, operation, and maintenance of research reactors",Safe and effective utilization operation and maintenance of research reactors,1
Uzbekistan,Industrial Applications/Radiation technology,Research reactors,Use of data to inform policies,Produce data to inform policies,2005-2009,2005-2009,1,Europe,"Safe and effective utilization, operation, and maintenance of research reactors",Safe and effective utilization operation and maintenance of research reactors,1
Uzbekistan,Safety and Security,Emergency preparednes and response,Adoption of regulatory frameworks,Develop regulatory frameworks,2005-2009,2005-2009,1,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,1
Uzbekistan,Safety and Security,Emergency preparednes and response,Creation of new Institution,Upgraded institutions,2005-2009,2005-2009,1,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,1
Uzbekistan,Safety and Security,Emergency preparednes and response,Increased used of new technologies,Introduce new technologies,2005-2009,2005-2009,1,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,1
Uzbekistan,Safety and Security,Emergency preparednes and response,New profession recognized,Curricula in new professions,2010-2014,2010-2014,1,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,1
Uzbekistan,Safety and Security,Emergency preparednes and response,Use of data to inform policies,Produce data to inform policies,2010-2014,2010-2014,1,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,1
Uzbekistan,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Adoption of regulatory frameworks,Develop regulatory frameworks,2005-2009,2005-2009,1,Europe,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,1
