id,country,theme,foa,when,achieved,level,indicator,region,improvement,foa_nlo1_effectiveness,id_outcome
A1695,Republic of Moldova,FOOD and AGRICULTURE,Livestock production,2015-2019,1,int_outcome,Produce data to inform policies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Produce data to inform policies
A1696,Republic of Moldova,FOOD and AGRICULTURE,Agricultural water and soil management,2010-2014,1,outcome,Adoption of regulatory frameworks,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Develop regulatory frameworks
A1696,Republic of Moldova,FOOD and AGRICULTURE,Agricultural water and soil management,2000-2004,1,int_outcome,Develop regulatory frameworks,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Develop regulatory frameworks
A1697,Republic of Moldova,FOOD and AGRICULTURE,Agricultural water and soil management,2015-2019,1,outcome,Creation of new Institution,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Upgraded institutions
A1697,Republic of Moldova,FOOD and AGRICULTURE,Agricultural water and soil management,2010-2014,1,int_outcome,Upgraded institutions,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Upgraded institutions
A1698,Republic of Moldova,FOOD and AGRICULTURE,Agricultural water and soil management,2010-2014,1,outcome,Increased used of new technologies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A1698,Republic of Moldova,FOOD and AGRICULTURE,Agricultural water and soil management,2005-2009,1,int_outcome,Introduce new technologies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A1699,Republic of Moldova,FOOD and AGRICULTURE,Agricultural water and soil management,2020-2023,1,outcome,New profession recognized,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A1699,Republic of Moldova,FOOD and AGRICULTURE,Agricultural water and soil management,2015-2019,1,int_outcome,Curricula in new professions,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A1700,Republic of Moldova,FOOD and AGRICULTURE,Agricultural water and soil management,2010-2014,1,outcome,Use of data to inform policies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A1700,Republic of Moldova,FOOD and AGRICULTURE,Agricultural water and soil management,2015-2019,1,int_outcome,Produce data to inform policies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A1701,Rwanda,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,Adoption of regulatory frameworks,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A1701,Rwanda,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Develop regulatory frameworks,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A1702,Rwanda,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,Creation of new Institution,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A1702,Rwanda,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Upgraded institutions,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A1703,Rwanda,FOOD and AGRICULTURE,Crop production,2020-2023,1,outcome,Increased used of new technologies,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A1703,Rwanda,FOOD and AGRICULTURE,Crop production,2020-2023,1,int_outcome,Introduce new technologies,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A1704,Rwanda,FOOD and AGRICULTURE,Crop production,2020-2023,1,outcome,New profession recognized,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A1704,Rwanda,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Curricula in new professions,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A1705,Rwanda,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,Use of data to inform policies,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A1705,Rwanda,FOOD and AGRICULTURE,Crop production,2020-2023,1,int_outcome,Produce data to inform policies,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A1706,Rwanda,FOOD and AGRICULTURE,Insect pest control,N/A,0,outcome,Adoption of regulatory frameworks,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A1706,Rwanda,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Develop regulatory frameworks,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A1707,Rwanda,FOOD and AGRICULTURE,Insect pest control,N/A,0,outcome,Creation of new Institution,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A1707,Rwanda,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Upgraded institutions,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A1708,Rwanda,FOOD and AGRICULTURE,Insect pest control,N/A,0,outcome,Increased used of new technologies,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A1708,Rwanda,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Introduce new technologies,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A1709,Rwanda,FOOD and AGRICULTURE,Insect pest control,N/A,0,outcome,New profession recognized,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A1709,Rwanda,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Curricula in new professions,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A1710,Rwanda,FOOD and AGRICULTURE,Insect pest control,N/A,0,outcome,Use of data to inform policies,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
